Company Name,Key ID,Address Line 1,City,Phone,URL,Revenue (As Reported),Employees,Match Status,CRM Company Name,CRM Group ID,CRM Company ID
Central Motors & Equipment LLC,42385944,,Abu Dhabi,971-2-554-6262,http://www.cmeuae.ae,230700000.0,180.0,,,,
Western Motors LLC,121681497,Hamdan St,Abu Dhabi,971-25546333,http://www.alfahim.ae,,180.0,,,,
Abu Dhabi Oil Company Limited (Japan) Adoc,123696041,PO Box 630,Abu Dhabi,971-26661100,,19061000000.0,175.0,,,,
AssetCo UAE,121399047,,Abu Dhabi,971-25587707,,,172.0,,,,
Emirates Data Clearing House,122895666,Po Box 17500,Abu Dhabi,508115450,,128292010.0,170.0,,,,
"Inchcape Shipping Services, Abu Dhabi",42385732,PO Box 247,Abu Dhabi,971-02 4081593,http://www.iss-shipping.com,501000000.0,170.0,,,,
Abu Dhabi Travel Bureau,42385747,PO Box 278,Abu Dhabi,971-2 6338700,http://www.abudhabitravelbureau.com,405100010.0,160.0,,,,
The Bank of Baroda Ltd.-Abu Dhabi,42385795,PO Box 2303,Abu Dhabi,971-02 6330244,http://www.bankofbarodauae.ae,7428799800.0,160.0,,,,
Insulco Emirates L L C,92461068,Po Box 103,Abu Dhabi,25553855,http://www.insulco.co.ae,,158.0,,,,
Al Ain Ahlia Insurance Co PSC,42385754,Al Ain Ahlia Insurance Company Building,Abu Dhabi,971-2-6119999,http://www.alaininsurance.com,262392000.0,151.0,,,,
Bin Omair Building Maintenance,123228885,Po Box 25172,Abu Dhabi,26721127,,16000000.0,150.0,,,,
Reliance Infotech,121418085,Build 2,Abu Dhabi,971-26323296,http://www.nmc.ae,,150.0,,,,
VINCI Construction Grands Projets (Abu Dhabi),125631425,12 - Al Omran Tower Tourist Club Area,Abu Dhabi,971-267-644-01,http://www.vinci.net,,150.0,,,,
NATIONAL SHIPPING GULF AGENCY COMPANY (ABU DHABI) LTD. L.L.C.,42386022,Plot 211 Freeport Area,Abu Dhabi,971-2-673-0500,http://www.gac.com/abudhabi,379799990.0,150.0,,,,
Consolidated Contractors Company (Underwater Engineering) S A L - Abu Dhabi,122882418,Po Box 224,Abu Dhabi,5553656,http://www.cccuwe.ae,90000000.0,150.0,,,,
Balfour Beatty (Abu Dhabi) Llc,92460741,Po Box 47770,Abu Dhabi,26767628,http://www.balfourbeatty.com,,150.0,,,,
Boskalis Westminster Middle East Ltd.,42385814,"PO Box 4831, 19th Floor Al Mansoor Tower, Al Salam St.",Abu Dhabi,971-2 6447306,http://www.boskalis.com,130800000.0,150.0,,,,
Arab Monetary Fund,42385777,PO Box 2818,Abu Dhabi,971-2 6171400,http://www.amf.org.ae,,150.0,,,,
Cimel Abu Dhabi Co.,51094377,PO Box 2889,Abu Dhabi,971-02 6773963,http://www.forrestgroup.com,83300003.0,150.0,,,,
Dar Al Binaa Contracting Co.,42385850,PO Box 201,Abu Dhabi,971-02 6391140,,83300003.0,150.0,,,,
Al Mazroui International Cargo Company L.L.C.,50664554,P.O. Box 2035,Abu Dhabi,971-02 6776096,,453200010.0,145.0,,,,
CEGELEC UAE,42385827,PO Box 47055,Abu Dhabi,971-02 6272680,http://www.cegelec.com,40500000.0,140.0,,,,
Tyco Fire and Security UAE L.L.C.,92461442,Po Box 3333,Abu Dhabi,971-02 6777776,http://www.tycofireuae.com,,139.0,,,,
City Pharmacy And Stores L L C,106238132,Po Box 2098,Abu Dhabi,22284969,http://www.citypharmacy.com,,135.0,,,,
Al Quebeisi S G B - L L C,42386047,Po Box 7574,Abu Dhabi,25554129,http://www.sgb.co.uk,,130.0,,,,
Shuweihat C M S International Power,120029819,Po Box 32398,Abu Dhabi,26342480,http://www.ipplc.com,,130.0,,,,
Summit Trading Company - L L C,92461402,Po Box 2390,Abu Dhabi,26743100,http://www.summit.ae,,125.0,,,,
Emirates Insurance Company P.S.C.,42385867,PO Box 3856,Abu Dhabi,971-2-6440400,http://www.eminsco.com,429240200.0,120.0,,,,
Al-Mansoori 3B Construction,120012176,P.O. Box 399,Abu Dhabi,26785918,http://www.m3b.co.ae,,120.0,,,,
PricewaterhouseCoopers - Abu Dhabi,42385841,"PO Box 45263, 9th Fl., E Twr., Abu Dhabi Trade Centre, Abu Dhabi Mall",Abu Dhabi,971-02 6946800,http://www.pwc.com,568799990.0,120.0,,,,
Baniyas Building Materials Company L.L.C.,42385793,PO Box 3475,Abu Dhabi,971-2 6444477,http://www.bbmcgroup.com,,120.0,,,,
Al Dhafra Insurance Company P.S.C.,42385854,Al Dhafra Insurance Company Building,Abu Dhabi,971-2-6721444,http://www.aldhafrainsurance.ae,230406600.0,115.0,,,,
Al Sagar Engineering Company L.L.C.,42386062,PO Box 697,Abu Dhabi,971-2 6778700,http://www.alsagareng.com,63799999.0,115.0,,,,
Dascam Consulting Limited - Abu Dhabi  Branch,121851691,Po Box 108664,Abu Dhabi,26656439,,70000000.0,115.0,,,,
Abu Dhabi National Paper Mill L.L.C.,98191436,PO Box 27683,Abu Dhabi,971-02 5501886,http://www.adnpm.ae,742500000.0,112.0,,,,
Emirates Western Petroleum Services,124718178,PO Box 8107,Abu Dhabi,971-26725637,http://www.ewpsco.ae,,110.0,,,,
Punj Lloyd Limited - Abu Dhabi,123249582,Po Box 28907,Abu Dhabi,26972222,,202000000.0,102.0,,,,
China Airlines,92461498,P.O. Box 346,Abu Dhabi,26264070,http://www.china-airlines.com,,101.0,,,,
Fugro Survey (Middle East) Ltd.,92461215,,Abu Dhabi,971-2-554-7810,http://www.fugro-uae.com,15200000.0,100.0,,,,
Hyssna International,42385929,"PO Box 46641, European Exhibition Furniture, Electra Rd.",Abu Dhabi,971-02 6767525,http://www.hyssnauae.com,61799999.0,100.0,,,,
Ernst and Young Abu Dhabi,42385874,PO Box 136,Abu Dhabi,971-02 6277522,http://www.ey.com,474000000.0,100.0,,,,
Two Four 54 -Fz - L L C,122479747,Po Box 2454,Abu Dhabi,24012454,,,100.0,,,,
Emirates Petrochemical Services Est,42385868,PO Box 44414,Abu Dhabi,971-02 6774545,,360000000.0,100.0,,,,
Al Khazna Insurance Company PSC,43871887,PO Box 73343,Abu Dhabi,971-2-6969700,http://www.alkhazna.com,18029499.0,100.0,,,,
Jotun Abu Dhabi (LLC),50084121,Mussafah Industrial Area West 4,Abu Dhabi,971-25510300,http://www.jotun.com,,100.0,,,,
Brothers Electro-Mechanical Contracting Est,42385819,PO Box 43758,Abu Dhabi,971-2 6794499,http://www.joysgroup.com,27400000.0,100.0,,,,
Arab African International Bank - Abu Dhabi,48584267,P.O. Box 928,Abu Dhabi,26323400,http://www.aaib.com,,100.0,,,,
Gulf Commercial Group Establishment,104248327,Po Box 43044,Abu Dhabi,6442999,http://www.gcg-es.com,15000000.0,100.0,,,,
Praxair Gulf Industrial Gases LLC,44120541,4th Floor Office No 3 Al Wahda Commercial Tower Hazza Bin Zayed Street,Abu Dhabi,971-26437210,http://www.gigcl.ae,224800000.0,100.0,,,,
Middle East Equipment & Trading,125631564,,Abu Dhabi,971-25559559,http://www.aljaber.com/en/Menu/Index.aspx,,100.0,,,,
Folcra Beach Industrial Company LLC,121419846,,Abu Dhabi,971-25510888,http://www.dubaiinvestments.com,,100.0,,,,
Janata Bank Limited - Abu Dhabi,42385947,"Box 2630, Obeid Sayah Al-Mansuri Bldg., Electra Rd.",Abu Dhabi,971-02 6344542,http://www.janatabank-bd.com,4674600100.0,100.0,,,,
Foodlands Restaurant,121418086,,Abu Dhabi,971-26330099,http://www.foodlands.com,,100.0,,,,
ABB Energy Automation S.p.A.,92460644,Al Ghaith Office Tower 15th Floor Hamdan Street,Abu Dhabi,971-26264062,http://www.mena.abb.com,,100.0,,,,
Salem Travel Agency,97182833,"Murror Rd., Opp Madina Zayed Shopping Ctr.",Abu Dhabi,971-02 6218000,http://salemtravelagency.com,146899990.0,100.0,,,,
Emirates Steel Establishment,123249709,Po Box 8975,Abu Dhabi,5511436,,11000000.0,99.0,,,,
Fanoy Gas - L L C,122044264,Po Box 46689,Abu Dhabi,26455227,,10000000.0,98.0,,,,
Kaddas Oilfield Services and Trading Co.,42385950,PO Box 3808,Abu Dhabi,971-02 5510051,http://www.kostco.ae,76500000.0,95.0,,,,
Weatherford Oil Tool Middle East Ltd.,124754592,Warehouse No 17 Roundabout No 5,Abu Dhabi,971-25544100,http://www.weatherford.com,,92.0,,,,
Euro Mechanical & Electrical Contracting Company - Llc,123284563,Po Box 46153,Abu Dhabi,26781133,,175000000.0,92.0,,,,
Talal Abu Ghazaleh & Company International - Abu Dhabi,104248332,Po Box P.O.Box4295,Abu Dhabi,26724425,http://www.tagorg.com,,90.0,,,,
Masaood John Brown Ltd.,42385976,PO Box 322,Abu Dhabi,971-02 6418814,http://www.masaoodjohnbrown.com,66500000.0,90.0,,,,
Gulf Business Machines (GBM) L.L.C.,48609208,PO Box 37543,Abu Dhabi,971-26275165,http://www.gbm4ibm.com/,14200000.0,90.0,,,,
SNC-Lavalin Gulf Contractors LLC,50086514,Abu Dhabi Trade Center Bldg West Tower 4th Floor,Abu Dhabi,971-26440001,http://www.snclavalin.com,,90.0,,,,
Al Khazna Insurance Company - Al Mussafah,123784237,Villa No 86 Opp Al Nahyan Campus Delma Street No 13,Abu Dhabi,971-26969700,http://www.alkhazna.com/,,88.0,,,,
Abu Dhabi Fund for Development,42385725,PO Box 814,Abu Dhabi,971-2 6677100,http://www.adfd.ae,,85.0,,,,
Arab Development Establishment,120012189,Po Box 2761,Abu Dhabi,26447719,,,83.0,,,,
Bin Brook General Contracting,42385808,"PO Box 879, Baniyas St.",Abu Dhabi,971-02 5584888,http://www.binbrook.com,124400000.0,80.0,,,,
Gulf Capital PJSC,99413948,PO Box 27522,Abu Dhabi,971-26716060,http://www.gulfcapital.com,,80.0,,,,
Mi Overseas,42385966,Po Box 4076,Abu Dhabi,26456677,http://www.miswaco.com,,80.0,,,,
Marjan Industrial Development Co.,42385710,Liwa Street,Abu Dhabi,971-26222114,http://www.alfahim.com/en/?T=1&ID=22,209800000.0,80.0,,,,
Gulf Technical Construction Company L.L.C,121707374,Electra St,Abu Dhabi,971-48112300,http://www.gulftcc.com,,80.0,,,,
National Telesystems & Services - L L C,92461208,Po Box 46787,Abu Dhabi,26763500,http://www.binjabr.com,,80.0,,,,
New Mix Ready Mix Industry - L L C,123098459,Po Box 33252,Abu Dhabi,25516660,,97000000.0,78.0,,,,
National Engineering Services & Trading Company- L.L.C,92507453,Po Box 7392,Abu Dhabi,28157777,http://www.nestuae.com,,77.0,,,,
Engineering Building Materials Company WLL,42385872,PO Box 3256,Abu Dhabi,971-02 6771179,,133500000.0,75.0,,,,
Bildco Reinforcing Steel Services,136809854,,Abu Dhabi,971-2-5559183,,,75.0,,,,
Emirates Kitchen Equipment Company L.L.C.,122895554,Po Box 46711,Abu Dhabi,26448182,,45000000.0,75.0,,,,
Construtora Norberto Odebrecht S.A.,121418919,,Abu Dhabi,971-26679911,http://www.odebrecht.com,,75.0,,,,
Weatherford Bin Hamoodah L.L.C.,42386118,PO Box 4503,Abu Dhabi,971-02 5544100,http://www.weatherford.com,253300000.0,70.0,,,,
Solus Emirates,42386079,PO Box 47044,Abu Dhabi,971-02 6742739,,38200001.0,70.0,,,,
Al Injazat Technical Services,126194481,Po Box 42895,Abu Dhabi,26226030,,,70.0,,,,
Emirates Property Investment Co.,92028286,,Abu Dhabi,971-800-37426,http://www.epico.ae,146000000.0,70.0,,,,
Intertek Moody,92461191,"Po Box 47754, Nahyan",Abu Dhabi,26428005,http://www.moodyint.com,,70.0,,,,
Axiome Pipes & Fittings Trading L.L.C,122044197,"M-6, Mubarak Salem Hamad Rukadh Al Amiri Building Al Dhafra Stre",Abu Dhabi,26428844,,147800000.0,70.0,,,,
Sigma Specialised Inspection,48960700,"PO Box 3555, 75 St., Zone 6, Mussafah Industrial Area",Abu Dhabi,971-02 5510400,http://www.sigma.ae,36599998.0,68.0,,,,
Abu Dhabi National Tanker Company,42385739,Sheikh Khalifa Energy Complex Takreer Tower 11th & 12th Floors,Abu Dhabi,971-26028400,http://www.adnatco.com,186899990.0,68.0,,,,
Waha Capital PJSC,43563918,PO Box 28922,Abu Dhabi,971-26677343,http://www.wahacapital.ae,159847790.0,66.0,,,,
Electrical Lighting Company W L L,122882370,Po Box 4109,Abu Dhabi,26731177,,89000000.0,63.0,,,,
Al Wathba National Insurance Company,51326102,P.O Box 45154,Abu Dhabi,971-2-6770566,http://www.awnic.com,302238010.0,62.0,,,,
Snamprogetti,92461375,Najda Street Micco Building  Ninth Floor,Abu Dhabi,26780122,http://www.snamprogetti.eni.it,,61.0,,,,
Freight International L L C,92460984,Po Box 26945,Abu Dhabi,56322372,http://www.freightinternational.ae,542400.0,61.0,,,,
Electra Abu Dhabi W L L,123730654,Po Box 121,Abu Dhabi,6778077,,40000000.0,60.0,,,,
Hydra Properties LLC,100971467,PO Box 62162,Dubai,971-2-6581898,http://www.hydraproperties.com/,125100000.0,60.0,,,,
Al Hamad General Contracting Est,123087504,Po Box 30331,Abu Dhabi,25511888,,4000000.0,60.0,,,,
Zakum Construction Co.,51094385,PO Box 3611,Abu Dhabi,971-02 6775094,,33299999.0,60.0,,,,
Elcome International L.L.C.,42386817,PO Box 53460,Abu Dhabi,971-02 5511136,http://elcome.com,17400000.0,60.0,,,,
Abu Dhabi National Takaful Co. PSC,51373166,Al Bateen,Abu Dhabi,971-2-4107700,http://www.takaful.ae,191054900.0,58.0,,,,
Ec Harris International Ltd.,120029763,Po Box 93540,Abu Dhabi,,http://www.echarris.com,,57.0,,,,
Prismo Gulf Company Est,42386046,PO Box 367,Abu Dhabi,971-02 5555939,http://www.prismogulf.ae,35099998.0,55.0,,,,
VAM Drilling Protools Oil Equipment Manufacturing LLC,124704598,Mussafah Industrial Area Plant,Abu Dhabi,971-2-551-3234,,,55.0,,,,
Global Intelligent Systems Establishment,123227552,Po Box 32661,Abu Dhabi,26277808,,8000000.0,55.0,,,,
Sodap Emirates (Uae),92461411,Po Box 71779,Abu Dhabi,26222301,http://www.sodamco.com,,55.0,,,,
Al Manara International Jewellery,125195496,PO Box 114441,Abu Dhabi,971-02 6272222,http://www.amij.com,,51.0,,,,
Vincotte International Middle East,92460657,P.O. Box 4788,Abu Dhabi,5510041,http://www.vincotte.ae,,51.0,,,,
Lucherini Association Ing Arch Consulting,92461122,P.O. Box 6905,Abu Dhabi,24458310,http://www.arch-lucherini.it,,51.0,,,,
Chemetall Plc,92461569,P.O. Box 43539,Abu Dhabi,26273359,http://www.chemetall.com,,51.0,,,,
Flowserve Al Mansoori Services,92461041,Po Box 26443,Abu Dhabi,5542464,http://www.flowserve.com,,51.0,,,,
Pb Power Ltd,92461157,P.O. Box 47445,Abu Dhabi,26786060,http://www.pbworld.com,,51.0,,,,
Tuv Akademie Middle East,92461312,Near Al Badr Mosque Street No. 7 Opposite Blue Marine Building A,Abu Dhabi,24478500,http://www.tuv-nord.com,,51.0,,,,
Intergraph Middle East Llc (Imel),92683078,P.O. Box 45805,Abu Dhabi,26273800,http://www.intergraph.com,,51.0,,,,
Kingsfield Burns Uae Llc,120010956,P.O. Box 44908,Abu Dhabi,26729762,,,51.0,,,,
Embassy Of The Islamic Republic Of Afghanistan,92460903,P.O. Box 5687,Abu Dhabi,26655560,http://www.afghanembassy-uae.eedevelopment.com,,51.0,,,,
Sfc Group,92461258,Lulu Centre Building 3Rd Floor Room 301 Al Salam Street,Abu Dhabi,26776999,http://www.sfcgroup.com,,51.0,,,,
Simmons And Simmons,92461406,P.O. Box 5931,Abu Dhabi,26275568,http://www.simmons-simmons.com,,51.0,,,,
Alliance Francaise D Abu Dhabi,92460679,P.O. Box 2646,Abu Dhabi,26666232,http://www.af-aboudabi.net,,51.0,,,,
Italian Embassy,92460856,P.O. Box 46752,Abu Dhabi,24435622,http://www.ambabudhabi.esteri.it,,51.0,,,,
Embassy Of Brazil,92460850,P.O. Box 3027,Abu Dhabi,26320606,http://www.brazilpradenet.com,,51.0,,,,
Khalidia Palace Hotel,120011096,Po Box 4010,Abu Dhabi,6662470,http://www.rotana.com,,51.0,,,,
Petrogas Services Establishment,92507458,Saifulla Mohammed Khoory Bldg P.O. Box 261457,Abu Dhabi,26326135,http://www.petrogas.ae,,50.0,,,,
Allied Investment Partners P J S C,120029906,Po Box 109248,Abu Dhabi,26266776,,,50.0,,,,
Middle East Trading & Contracting Company (Metco) W L L,42385989,Po Box 851,Abu Dhabi,26263900,,9000000.0,50.0,,,,
Star Petroleum Technical Services - L L C,122940132,Po Box 55028,Abu Dhabi,26769033,,3651700.0,50.0,,,,
Aabar Investment PJSC,42390800,,Abu Dhabi,971-26264466,http://www.aabar.com,564900020.0,50.0,,,,
Penspen International Ltd.,42386041,PO Box 46562,Abu Dhabi,971-02 6792526,http://www.penspen.com,27799999.0,50.0,,,,
Industrial Gas Plants,42385931,PO Box 4273,Abu Dhabi,971-02 5554040,,112500000.0,50.0,,,,
Abu Dhabi Marine Equipment & Industrial Supplies,123730652,Po Box 4164,Abu Dhabi,6732300,,24000000.0,50.0,,,,
Abu Dhabi Shipping Agency L.L.C.,42385745,PO Box 46103,Abu Dhabi,971-2 6449100,http://www.adsa.ae,128000000.0,50.0,,,,
STALCO Abu Dhabi L.L.C.,42386084,PO Box 3768,Abu Dhabi,971-02 6731318,http://www.stalco.ae,127700000.0,50.0,,,,
"Hill International Inc.- Abu Dhabi, U.A.E.",50091039,Ste 1601 16th Fl D O Buttti Al Otaiba Bldg Sheikh Khalifa St,Abu Dhabi,971-43372145,http://www.hillintl.com,,50.0,,,,
Fujitsu Services Limited,42385936,PO Box 7237,Abu Dhabi,971-2-6335200,http://www.fujitsu.com,5300000.2,50.0,,,,
Eldiar Furniture Manufacturing and Decoration L.L.C.,100971500,Mussafah Industrial Area,Abu Dhabi,971-2-5555656,http://www.eldiarfurniture.com,227300000.0,50.0,,,,
Demar Property Management,120010700,P.O. Box 43636,Abu Dhabi,26222690,http://www.demaruae.com,,50.0,,,,
Lycee Louis Massignon,92461169,P.O. Box 2314,Abu Dhabi,24448085,http://www.llm.ae,,50.0,,,,
Abu Dhabi Engineering & Trading Group Of Establishments - Tawam Commercial Est,122985883,Po Box 6767,Abu Dhabi,26730333,,10000000.0,50.0,,,,
Dresser-Rand Arabia,126538766,Industrial Estate Plot 131 Sector M42,Abu Dhabi,971-25014200,,,50.0,,,,
Abu Dhabi Water & Electricity Company,92461557,Al Falah Street,Abu Dhabi,97126943333,http://www.adwec.ae,,49.0,,,,
Kvaerner Engineering A S,96408627,Po Box 47825,Abu Dhabi,26740400,http://www.akersolutions.com,,45.0,,,,
Steel Construction Engineering Company L.L.C.,48609186,PO Box 3922,Abu Dhabi,971-02 6346334,,29799999.0,45.0,,,,
Autochim Systems - Abu Dhabi - (Asad) L L C,96930352,Po Box 26166,Abu Dhabi,26265774,http://www.autochimsystems.com,,45.0,,,,
Alnasr Technical Trading Agencies,42385766,Abu Dhabi,Abu Dhabi,971-2-5512900,http://www.alnasr-uae.com/,119900000.0,45.0,,,,
Habib Exchange Co.Llc.,133363761,2370,Abu Dhabi,26272316,,53657001.0,45.0,,,,
Y&R Abu Dhabi,125631520,Corniche Road Arab Monetary Fund Building 3rd Floor,Abu Dhabi,971-2-621-5050,http://www.yr.com,,45.0,,,,
Conseco International L T D,120029885,Po Box 3068,Abu Dhabi,26262062,http://www.conseco-international.com,,43.0,,,,
National Centre For Management And Training,120029870,P.O. Box 7796,Abu Dhabi,26721777,http://www.ncmt-uae.com,,41.0,,,,
Mc Connel Dowell Abu Dhabi - L L C,103636931,Po Box 46512,Abu Dhabi,26737339,http://www.mcconnelldowell.com.au,,41.0,,,,
Crown Printing Centre,120011579,P.O. Box 46415,Abu Dhabi,26725747,,,40.0,,,,
Telefon AB LM Ericsson,121414388,Technical Office UAE Office S 404 Al Ferdous Tower,Abu Dhabi,971-26968600,,,40.0,,,,
SNEF Abu Dhabi,42386078,"PO Box 46388, Al Qubaisi Bldg., Hamdan St.",Abu Dhabi,971-02 62727119,http://www.snef.fr,11600000.0,40.0,,,,
Precision Drilling Corporation - Middle East,121662788,Bin Arar Bld Alnajda St,Abu Dhabi,971-26747333,http://www.precisiondrilling.com,,40.0,,,,
Llj Property,120011215,Po Box 107729,Dubai,22255555,http://www.lljproperty.com,,40.0,,,,
Det Norske Veritas,120010704,Po Box 3149,Abu Dhabi,26436439,http://www.dnv.com,,40.0,,,,
European Exhibition For Modern Furniture Ltd,42385877,Po Box 4127,Abu Dhabi,26772871,http://www.europeanexhibition.co.ae,4383500.1,40.0,,,,
Yara Decor,48609238,PO Box 7349,Abu Dhabi,971-02 6266610,http://www.adcecogroup.com,23600000.0,40.0,,,,
Costain Abu Dhabi Company,42385842,PO Box 3069,Abu Dhabi,971-25553920,http://www.costain-abudhabi.ae,,40.0,,,,
Rimal Engineering Products,42386053,,Abu Dhabi,971-26332267,http://www.rimal.ae,115800000.0,40.0,,,,
Falcor Engineering & Contracting Services - L L C,92460892,Po Box 48576,Abu Dhabi,26342555,http://www.falcor-eng.com,,40.0,,,,
Tolico Trading & Oilfield Services L L C,120010604,Po Box 7510,Abu Dhabi,6770111,http://www.tolicotrading.com,,40.0,,,,
Energo Consult L.L.C.,121402657,Hamadan Street Al Qubaissi Building,Abu Dhabi,971-26763554,,,40.0,,,,
National Industrial Company L.L.C.,42386016,"PO Box 706, Bin Hamuda Bldg., Opposite Electra Rd.",Abu Dhabi,971-02 6721000,,30799999.0,35.0,,,,
Al Dhabi Brokerage Services LLC,123849977,Al Salam St Abu Dhabi Commercial Bank Building 5th Floor,Abu Dhabi,971-26962330,http://www.adbtrade.com,,35.0,,,,
PLS Pipeline Services Ltd.,42386043,PO Box 4500,Abu Dhabi,971-02 5554513,http://www.piggingassnppsa.com,13000000.0,35.0,,,,
Pearl Emirates Auto and Machinery Company L.L.C.,42385809,PO Box 46918,Abu Dhabi,971-02 6411446,http://www.peamco.ae,4000000.0,35.0,,,,
Veolia Environmental Services Qatar L.L.C.,125518340,,Abu Dhabi,971-2-55-11-557,,,35.0,,,,
Fichtner Consulting Engineers - Abu Dhabi,92460945,Po Box 3657,Abu Dhabi,24453066,http://www.fichtner.de,,35.0,,,,
Syscoms Information Technology,42386091,"Syscoms College Building,Near Central Market, Opp. Abu Dhabi Chamberof Commerce, Opp. Abu Dhabi Chamber of Commerce",Abu Dhabi,971-02 6355554,http://www.syscomscollege.com,18299999.0,35.0,,,,
Baynunah Well Pipes Factory Limited,122146057,Po Box 3353,Abu Dhabi,26794242,,20000000.0,33.0,,,,
New India Assurance,92507454,Abu Bakr Al-Sediq Road Building Number 21,Abu Dhabi,26440428,http://www.newindia.co.in,,31.0,,,,
Pasteur Central Laboratories Ltd,106238183,P.O. Box 43300,Abu Dhabi,,http://www.pcl-uae.com,,31.0,,,,
Eastern Bechtel Co Ltd,92460842,P.O. Box 2661,Abu Dhabi,26318999,http://www.bechtel.com,,31.0,,,,
Viola Communications Llc,120011375,Abu Dhabi Mall West Tower  6Th Floor,Abu Dhabi,26449444,http://www.viola.ae,,31.0,,,,
Jgc Corporation,92461077,P.O. Box 28543,Abu Dhabi,,http://www.jgc.co.jp,,31.0,,,,
Fluor Mideast Limited,92460965,Al Obaidly Tower 5 1St 2Nd  14Th And 15Th Floor Al Istiqlal Stre,Abu Dhabi,26172700,http://www.fluor.com,,31.0,,,,
Trowers & Hamlins,92461332,P.O. Box 45628,Abu Dhabi,26267274,http://www.trowers.com,,31.0,,,,
Guardian Insurance Brokers,120011458,P.O. Box 51012,Abu Dhabi,26777116,http://www.gib-uae.com,,31.0,,,,
Amideast,92460686,P.O. Box 5464,Abu Dhabi,,http://www.amideast.org,,31.0,,,,
Dassault Aviation,120010316,P.O. Box 70356,Abu Dhabi,26268388,http://www.dassault-aviation.com,,31.0,,,,
Technical Insurance Services,120012213,P.O. Box 45610,Abu Dhabi,24483444,http://www.technicalinsuranceuae.com,,31.0,,,,
Daly Fluid Technologies Llc,120010381,Mena Abu Dhabi Warehouses,Abu Dhabi,26736349,http://www.dalyft.com,,31.0,,,,
Turner Construction International Llc,92461350,Etisalat Street Old Jashanmal Building  Al Fandal Mazrooey,Abu Dhabi,26500888,http://www.turnerconstruction.com,,31.0,,,,
Waagner-Biro Bin Butti Engineering L.L.C.,120010347,Hamdan Street,Abu Dhabi,971-2-674-16-36,http://www.waagner-biro.com,,31.0,,,,
Thales,92461338,P.O. Box 47186,Abu Dhabi,26761418,http://www.thalesgroup.com,,31.0,,,,
Mothercare Ltd.,92461186,P.O. Box 26754,Abu Dhabi,26219700,http://www.mothercare.com,,31.0,,,,
Ginorse Uae Wll,92461485,P.O. Box 4492,Abu Dhabi,26727681,http://www.ginorse.com,,31.0,,,,
Safar Travel Services,92028288,Liwa Street,Abu Dhabi,971-26225225,http://www.safar.ae,49000000.0,30.0,,,,
International Development Company,42385937,PO Box 2621,Abu Dhabi,97126222444,http://www.idcuae.com,217800000.0,30.0,,,,
Hanscomb Consultants Inc,92461063,Po Box 41124,Abu Dhabi,26262461,http://www.hanscomb.com,,30.0,,,,
Driver Project Services (UAE) LLC,121399048,Ofc 105 Al Mansoori Plz Sheikh Hamdan St,Abu Dhabi,971-26780466,,,30.0,,,,
Al Hilal Takaful PSC,123762059,PO Box 111644,Abu Dhabi,971-02 4994400,http://www.alhilalbank.ae,225600010.0,30.0,,,,
Northcroft Middle East - Abu Dhabi,92507455,Po Box 4670,Abu Dhabi,26446237,http://www.northcroftmiddleeast.com,,30.0,,,,
Daff Trading and Oil Services,42385847,PO Box 7399,Abu Dhabi,971-02 6778000,http://www.daffgroup.ae,24100000.0,30.0,,,,
ESCAN PJSC,102157221,PO Box 93888,Abu Dhabi,971-04 4474202,http://www.escan.ae,52599998.0,30.0,,,,
United Technical Services,42386111,PO Box 277,Abu Dhabi,971-26774400,http://www.uts.ae,60000000.0,30.0,,,,
Gray Mackenzie & Partners - Abu Dhabi - Limited - Wll,121882480,Po Box 247,Abu Dhabi,24462424,,70000000.0,30.0,,,,
Nexans France - Abu Dhabi,123249949,PO Box 47889,Abu Dhabi,971-26328724,,,28.0,,,,
NCR,42386023,PO Box 350,Abu Dhabi,971-02 6333700,,36000000.0,28.0,,,,
Al Moherbie Thermoplast L.L.C.,42385993,PO Box 46767,Abu Dhabi,971-02 6448936,,,28.0,,,,
Atiq Al Dhaheri & Company - L L C,122896049,Po Box 44719,Abu Dhabi,25540676,http://www.aadtra.com,32000000.0,28.0,,,,
Habib Exchange Co.Llc.,120010933,Po Box 2370,Abu Dhabi,26272656,http://www.habibexchange.com,,28.0,,,,
Bovis Lend Lease International Limited,50407619,Po Box 47029,Abu Dhabi,26275677,http://www.bovislendlease.com,,26.0,,,,
Union Gulf Services L.L.C.,92460975,Po Box 46800,Abu Dhabi,26282121,http://www.uniongulf.ae,,26.0,,,,
Mohammed Bin Ghalib Energy Enterprises,42386708,PO Box 2177,Abu Dhabi,971-02 6263132,,13900000.0,25.0,,,,
Abu Dhabi National Leasing LLC,125228728,One NBAD Tower 17th Floor Sheikh Khalifa Street,Abu Dhabi,971-26112000,http://www.adnl.ae,,25.0,,,,
Spaceage Electrical Company,92461376,P.O. Box 43693,Abu Dhabi,25500150,http://www.spaceageelectrical.com,,25.0,,,,
Complete Engeneering - L L C,122044236,Po Box 38068,Abu Dhabi,26774323,,500000.0,25.0,,,,
Emirates Safety Services Ltd.,42385869,"PO Box 6322, Mussafah",Abu Dhabi,971-2 5555725,http://www.emisafe.ae,6300000.2,25.0,,,,
Dutco Tenant Llc,93130925,Po Box 2534,Abu Dhabi,26348495,http://www.dutcotennant.com,,25.0,,,,
Emirates National Shipping Services - L L C,123249970,Po Box 30180,Abu Dhabi,26338100,,10000000.0,25.0,,,,
